Internal Product Name,Product Of (Primary Service),Unnamed: 2,Internal Product Name.1,Product Of (Primary Service).1,Unnamed: 5,Product Of (Primary Service).2,Unnamed: 7,Unnamed: 8,Add-On Search Dynamic Array B24,Add-On Search Dynamic Array B25,Add-On Search Dynamic Array B26,Add-On Search Dynamic Array B27,Add-On Search Dynamic Array B28,Add-On Search Dynamic Array B29,Add-On Search Dynamic Array B30,Add-On Search Dynamic Array B31,Add-On Search Dynamic Array B32,Add-On Search Dynamic Array B33,Add-On Search Dynamic Array B34,Add-On Search Dynamic Array B35,Add-On Search Dynamic Array B36,Add-On Search Dynamic Array B37,Add-On Search Dynamic Array B38,Add-On Search Dynamic Array B39,Add-On Search Dynamic Array B40,Add-On Search Dynamic Array B41,Add-On Search Dynamic Array B42,Add-On Search Dynamic Array B43,Add-On Search Dynamic Array B44,Add-On Search Dynamic Array B45,Add-On Search Dynamic Array B46,Add-On Search Dynamic Array B47,Add-On Search Dynamic Array B48,Add-On Search Dynamic Array B49,Add-On Search Dynamic Array B50,Add-On Search Dynamic Array B51,Add-On Search Dynamic Array B52,Add-On Search Dynamic Array B53,Add-On Search Dynamic Array B54,Add-On Search Dynamic Array B55,Add-On Search Dynamic Array B56,Add-On Search Dynamic Array B57,Add-On Search Dynamic Array B58
MeridianLink Mortgage LOS Tier 13 (60-74 Closed Loans/Mon) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 13 (60-74 Closed Loans/Mon) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 14 (45-59 Closed Loans/Mon) no implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 14 (45-59 Closed Loans/Mon) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 14 (45-59 Closed Loans/Mon) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 14 (45-59 Closed Loans/Mon) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 15 (30-44 Closed Loans/Mon) no implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 15 (30-44 Closed Loans/Mon) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 15 (30-44 Closed Loans/Mon) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 15 (30-44 Closed Loans/Mon) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 16 (15-29 Closed Loans/Mon) no implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 16 (15-29 Closed Loans/Mon) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 16 (15-29 Closed Loans/Mon) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 16 (15-29 Closed Loans/Mon) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 17 (10-14 Closed Loans/Mon) no implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 17 (10-14 Closed Loans/Mon) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 17 (10-14 Closed Loans/Mon) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS Tier 17 (10-14 Closed Loans/Mon) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 01 (1200+ Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 01 (1200+ Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 01 (1200+ Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 01 (1200+ Closed Loans/Month) with no implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 02 (900 - 1199 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 02 (900 - 1199 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 02 (900 - 1199 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 02 (900 - 1199 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 03 (675 - 899 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 03 (675 - 899 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 03 (675 - 899 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 03 (675 - 899 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 04 (525 - 674 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 04 (525 - 674 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 04 (525 - 674 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 04 (525 - 674 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 05 (400 - 524 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 05 (400 - 524 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 05 (400 - 524 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 05 (400 - 524 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 06 (300 - 399 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 06 (300 - 399 Closed Loans/Month) with 2 implentations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 06 (300 - 399 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 06 (300 - 399 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 07 (225 - 299 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 07 (225 - 299 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 07 (225 - 299 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 07 (225 - 299 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 08 (170 - 224 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 08 (170 - 224 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 08 (170 - 224 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 08 (170 - 224 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 09 (135 - 169 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 09 (135 - 169 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 09 (135 - 169 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 09 (135 - 169 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 10 (110 - 134 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 10 (110 - 134 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 10 (110 - 134 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 10 (110 - 134 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 11 (90 - 109 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 11 (90 - 109 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 11 (90 - 109 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 11 (90 - 109 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 12 (75 - 89 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 12 (75 - 89 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 12 (75 - 89 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 12 (75 - 89 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 13 (60 - 74 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 13 (60 - 74 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 13 (60 - 74 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 13 (60 - 74 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 14 (45 - 59 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 14 (45 - 59 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 14 (45 - 59 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 14 (45 - 59 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 15 (30 - 44 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 15 (30 - 44 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 15 (30 - 44 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 15 (30 - 44 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 16 (15-29 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 16 (15-29 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 16 (15-29 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 16 (15-29 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 17 (10-14 Closed Loans/Month) with 1 implementation,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 17 (10-14 Closed Loans/Month) with 2 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 17 (10-14 Closed Loans/Month) with 3 implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic First Lien Loans Tier 17 (10-14 Closed Loans/Month) with no implementations,MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 01 (1200+ Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 02 (900 - 1199 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 03 (675 - 899 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 04 (525 - 674 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 05 (400 - 524 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 06 (300 - 399 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 07 (225 - 299 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 08 (170 - 224 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 09 (135 - 169 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 10 (110 - 134 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 11 (90 - 109 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 12 (75 - 89 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 13 (60 - 74 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 14 (45 - 59 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeridianLink Mortgage LOS with DocMagic Subordinate Lien Loans Tier 15 (30 - 44 Closed Loans/Month),MeridianLink Mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
